s2aq2,s2aq4,weight,exp,lnw
P4,Yes,197.325,-5,
P1,Yes,197.325,-9,
.,.,,,
.,.,,,
JSS/JHS 2,No,197.325,25,7.565275
.,.,197.325,,
.,.,197.325,,
.,.,197.325,,
Pre school,Yes,197.325,-8,
Pre school,Yes,197.325,-12,
P3,No,197.325,8,9.216323
JSS1/JHS1,No,197.325,5,5.703783
P1,Yes,197.325,-10,
.,.,,,
.,.,180.191,,
.,.,180.191,,
P3,Yes,180.191,-7,
None,Yes,180.191,-9,
None,Yes,180.191,-11,
.,.,,,
.,.,,,
.,.,180.191,,
.,.,,,
P1,No,180.191,50,
.,.,180.191,,
.,.,180.191,,
.,.,180.191,,
.,.,180.191,,
.,.,180.191,,
.,.,,,
.,.,180.191,,
.,.,180.191,,
P1,Yes,180.191,-7,
None,Yes,180.191,-9,
.,.,,,
.,.,,,
.,.,180.191,,
.,.,180.191,,
.,.,180.191,,
.,.,180.191,,
.,.,180.191,,
JSS1/JHS1,Yes,180.191,2,
P5,Yes,180.191,-1,
.,.,180.191,,
.,.,180.191,,
.,.,180.191,,
.,.,180.191,,
.,.,180.191,,
.,.,,,
.,.,180.191,,
.,.,,,
.,.,180.191,,
.,.,180.191,,
P6,Yes,180.191,-2,
P1,Yes,180.191,-4,
None,Yes,180.191,-8,
.,.,180.191,,
.,.,180.191,,
None,Yes,180.191,-7,
None,Yes,180.191,-9,
.,.,,,
.,.,180.191,,
.,.,180.191,,
.,.,,,
.,.,180.191,,
.,.,180.191,,
P4,Yes,180.191,1,
P3,Yes,180.191,-2,
.,.,180.191,,
None,Yes,180.191,-7,
.,.,180.191,,
.,.,180.191,,
.,.,180.191,,
.,.,180.191,,
P1,Yes,180.191,-7,
.,.,,,
.,.,180.191,,
.,.,180.191,,
P2,No,180.191,15,
.,.,180.191,,
None,Yes,180.191,-10,
.,.,,,
.,.,180.191,,
.,.,,,
.,.,180.191,,
.,.,180.191,,
SS1/SHS1,Yes,180.191,1,
P1,Yes,180.191,-5,
None,Yes,180.191,-8,
None,Yes,180.191,-11,
.,.,,,
.,.,,,
P6,No,180.191,16,
.,.,180.191,,
P4,Yes,180.191,-6,
.,.,180.191,,
.,.,180.191,,
.,.,180.191,,
.,.,,,
.,.,180.191,,
.,.,180.191,,
P1,Yes,180.191,-9,
.,.,180.191,,
.,.,,,
.,.,,,
.,.,180.191,,
.,.,180.191,,
P5,Yes,180.191,-3,
.,.,180.191,,
.,.,180.191,,
.,.,180.191,,
.,.,,,
.,.,180.191,,
.,.,180.191,,
P3,Yes,180.191,-3,
.,.,180.191,,
.,.,180.191,,
.,.,,,
.,.,180.191,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,6.214608
.,.,203.42,,
.,.,203.42,,
.,.,,,
.,.,203.42,,
.,.,,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,6.802395
.,.,203.42,,
.,.,203.42,,
.,.,,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,6.684612
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,,,
.,.,203.42,,
.,.,203.42,,
.,.,,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,,,
.,.,,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,,,
.,.,203.42,,6.684612
.,.,203.42,,8.879733
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,203.42,,
.,.,,,
P2,No,149.178,23,
.,.,149.178,,
P6,Yes,149.178,0,
P3,Yes,149.178,-2,
P1,No,149.178,11,
P1,Yes,149.178,-7,
.,.,149.178,,
P4,No,149.178,39,
P4,Yes,149.178,-1,
P2,Yes,149.178,-3,
P3,No,149.178,8,
.,.,149.178,,
P5,Yes,149.178,0,
P2,Yes,149.178,-2,
Pre school,Yes,149.178,-5,
Pre school,Yes,149.178,-7,
.,.,149.178,,
.,.,149.178,,
P5,Yes,149.178,4,
.,.,149.178,,
.,.,149.178,,
P2,Yes,149.178,-3,
P1,Yes,149.178,-6,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,,,
.,.,,,
.,.,149.178,,
.,.,149.178,,
P6,Yes,149.178,1,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,,,
.,.,,,
.,.,149.178,,
.,.,149.178,,
JSS1/JHS1,Yes,149.178,1,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,,,
.,.,149.178,,
.,.,149.178,,
P6,Yes,149.178,4,
JSS1/JHS1,Yes,149.178,2,
.,.,149.178,,
P3,Yes,149.178,-2,
.,.,149.178,,
Pre school,Yes,149.178,-7,
None,Yes,149.178,-11,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,,,
JSS/JHS 2,Yes,149.178,4,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
P1,Yes,149.178,-6,
Pre school,Yes,149.178,-8,
.,.,149.178,,
.,.,149.178,,
.,.,,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
.,.,149.178,,
P1,Yes,149.178,-8,
.,.,149.178,,
.,.,,,
.,.,465.687,,
P2,No,465.687,41,
.,.,465.687,,
JSS/JHS 2,Yes,465.687,0,
P2,Yes,465.687,-4,
P1,Yes,465.687,-6,
Pre school,Yes,465.687,-9,
.,.,465.687,,
.,.,,,
.,.,465.687,,
.,.,465.687,,
.,.,465.687,,
.,.,465.687,,
.,.,465.687,,
.,.,465.687,,
.,.,,,
.,.,,,
.,.,465.687,,
P3,Yes,465.687,1,
P1,Yes,465.687,-5,
.,.,465.687,,
.,.,465.687,,
.,.,465.687,,
.,.,465.687,,
.,.,465.687,,
P3,Yes,465.687,-2,
.,.,465.687,,
.,.,465.687,,
P2,Yes,465.687,4,
P1,Yes,465.687,2,
.,.,465.687,,
.,.,465.687,,
P5,Yes,465.687,0,
.,.,465.687,,
P2,Yes,465.687,-7,
P1,Yes,465.687,-9,
None,Yes,465.687,-12,
.,.,465.687,,
P5,Yes,465.687,-1,
P3,Yes,465.687,-3,
P2,Yes,465.687,-7,
Pre school,Yes,465.687,-10,
.,.,,,
.,.,,,
P3,No,465.687,35,6.733402
.,.,465.687,,6.327937
.,.,465.687,,7.021084
.,.,465.687,,
.,.,465.687,,
.,.,465.687,,
.,.,,,
P6,Yes,465.687,8,6.684612
SS1/SHS1,Yes,465.687,3,
.,.,465.687,,7.021084
P5,Yes,465.687,-3,
.,.,465.687,,
.,.,465.687,,8.274867
.,.,465.687,,5.991465
P3,Yes,465.687,-3,
None,Yes,465.687,-10,
.,.,,,
.,.,465.687,,6.907755
P1,Yes,465.687,-7,
None,Yes,465.687,-9,
.,.,,,
.,.,465.687,,5.298317
JSS3/JHS3,Yes,465.687,18,
.,.,465.687,,6.25575
P1,Yes,465.687,-7,
None,Yes,465.687,-11,
None,Yes,465.687,-10,
SSS3/SHS3,No,465.687,24,
.,.,465.687,,9.251482
P2,Yes,465.687,-6,
None,Yes,465.687,-10,
.,.,465.687,,9.656947
P5,Yes,465.687,0,
P3,Yes,465.687,-3,
None,Yes,465.687,-11,
.,.,,,
P4,No,465.687,23,
P3,No,465.687,20,5.899075
P5,Yes,465.687,-3,
P3,Yes,465.687,-6,
None,Yes,465.687,-12,
.,.,158.877,,
.,.,158.877,,
JSS/JHS 2,Yes,158.877,5,
JSS1/JHS1,Yes,158.877,3,
.,.,158.877,,
.,.,158.877,,
Pre school,Yes,158.877,-6,
None,Yes,158.877,-8,
.,.,158.877,,
.,.,,,
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,
JSS3/JHS3,Yes,158.877,7,
P4,Yes,158.877,5,
P5,Yes,158.877,1,
P6,Yes,158.877,-1,
.,.,158.877,,
P3,Yes,158.877,-6,
Pre school,Yes,158.877,-9,
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,
P5,Yes,158.877,5,
P6,Yes,158.877,3,
Pre school,Yes,158.877,-5,
.,.,158.877,,
.,.,158.877,,
Pre school,Yes,158.877,-7,
None,Yes,158.877,-10,
.,.,158.877,,
.,.,,,
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,
P2,Yes,158.877,-6,
P4,No,158.877,37,
P2,No,158.877,33,
.,.,,,
P5,Yes,158.877,-1,
P1,Yes,158.877,-5,
Pre school,Yes,158.877,-9,
.,.,158.877,,
.,.,,,
.,.,158.877,,
.,.,,,
.,.,158.877,,
.,.,158.877,,
P4,Yes,158.877,-1,
.,.,158.877,,
Pre school,Yes,158.877,-8,
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,9.348634
P2,No,158.877,-6,
P1,Yes,158.877,-8,
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,
.,.,,,
.,.,158.877,,
.,.,158.877,,
Pre school,Yes,158.877,-6,
None,Yes,158.877,-11,
.,.,,,
.,.,158.877,,
P1,Yes,158.877,-5,
None,Yes,158.877,-10,
.,.,,,
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,
.,.,,,
.,.,158.877,,8.558335
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,
P5,Yes,158.877,2,
P3,Yes,158.877,-1,
P4,No,158.877,9,
.,.,158.877,,
.,.,,,
.,.,158.877,,
.,.,158.877,,
P5,Yes,158.877,16,
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,
.,.,158.877,,
P4,Yes,158.877,-3,
.,.,158.877,,
P5,No,158.877,16,
.,.,158.877,,
None,Yes,158.877,-11,
.,.,,,
.,.,,,
Voc//Tec,No,360.287,,
S4,No,360.287,41,7.354362
University,No,360.287,8,9.574984
SSS3/SHS3,No,360.287,15,
JSS3/JHS3,No,360.287,15,
P2,Yes,360.287,-6,
.,.,,,
.,.,360.287,,6.948897
P3,Yes,360.287,-7,
.,.,360.287,,
None,Yes,360.287,-12,
SSS3/SHS3,No,360.287,11,
.,.,360.287,,
None,Yes,360.287,-10,
.,.,,,
.,.,360.287,,10.00728
.,.,360.287,,
P2,Yes,360.287,-7,
None,Yes,360.287,-10,
.,.,360.287,,
tech training,No,360.287,19,9.230143
.,.,360.287,,
.,.,360.287,,
SS1/SHS1,Yes,360.287,5,7.172041
University,No,360.287,17,
tech training,No,360.287,1,
None,Yes,360.287,-12,
SSS3/SHS3,No,360.287,9,8.371011
JSS3/JHS3,No,360.287,12,
None,Yes,360.287,-11,
SSS3/SHS3,No,360.287,16,8.565497
.,.,360.287,,7.690835
None,Yes,360.287,-9,
.,.,360.287,,
.,.,360.287,,7.642045
P3,Yes,360.287,-5,
.,.,360.287,,
.,.,360.287,,
.,.,360.287,,
P4,Yes,360.287,-4,
.,.,360.287,,
P1,Yes,360.287,-7,
P3,Yes,360.287,-4,
JSS/JHS 2,Yes,360.287,-1,
.,.,183.108,,
P3,No,183.108,5,
P3,No,183.108,0,
.,.,183.108,,
.,.,,,
.,.,183.108,,
.,.,183.108,,
JSS3/JHS3,No,183.108,19,6.253829
.,.,183.108,,4.787492
P3,No,183.108,22,
.,.,183.108,,
.,.,183.108,,
P2,Yes,183.108,-6,
.,.,183.108,,
.,.,,,
.,.,,,
P4,Yes,183.108,0,
.,.,183.108,,
.,.,183.108,,
P6,Yes,183.108,2,
.,.,183.108,,
P1,Yes,183.108,-4,
Pre school,Yes,183.108,-7,
None,Yes,183.108,-10,
.,.,183.108,,
.,.,,,
P6,No,183.108,16,
.,.,183.108,,
.,.,,,
.,.,183.108,,
.,.,183.108,,
JSS/JHS 2,Yes,183.108,2,
P3,Yes,183.108,-1,
P2,Yes,183.108,-4,
P2,Yes,183.108,-6,
.,.,183.108,,
.,.,183.108,,
P3,Yes,183.108,-2,
P2,Yes,183.108,-6,
P1,Yes,183.108,-9,
None,Yes,183.108,-12,
.,.,183.108,,
.,.,183.108,,
P6,Yes,183.108,1,
.,.,183.108,,
P3,Yes,183.108,-4,
None,Yes,183.108,-5,
None,Yes,183.108,-9,
.,.,183.108,,
.,.,,,
.,.,183.108,,
.,.,183.108,,
P6,Yes,183.108,3,
.,.,183.108,,
P2,Yes,183.108,-5,
.,.,,,
.,.,,,
.,.,183.108,,
.,.,183.108,,
.,.,,,
.,.,183.108,,
.,.,183.108,,
P2,Yes,183.108,0,
P1,Yes,183.108,-4,
.,.,183.108,,
.,.,183.108,,
.,.,183.108,,
.,.,,,
.,.,183.108,,
.,.,,,
.,.,183.108,,
.,.,183.108,,
.,.,183.108,,
.,.,183.108,,
P2,Yes,183.108,-2,
P3,Yes,183.108,-4,
P2,Yes,183.108,-8,
None,Yes,183.108,-10,
.,.,183.108,,
P2,Yes,183.108,-8,
.,.,183.108,,
.,.,,,
.,.,183.108,,
.,.,183.108,,
SS1/SHS1,Yes,183.108,5,
.,.,183.108,,
.,.,183.108,,
.,.,183.108,,
.,.,183.108,,
None,Yes,183.108,-10,
None,Yes,183.108,-10,
.,.,183.108,,
P1,Yes,183.108,-5,
P1,Yes,183.108,-8,
None,Yes,183.108,-11,
.,.,,,
.,.,183.108,,
.,.,183.108,,
.,.,,,
.,.,,,
P3,No,203.858,15,
.,.,203.858,,
Pre school,Yes,203.858,-9,
.,.,,,
.,.,203.858,,
.,.,203.858,,8.251664
.,.,203.858,,
.,.,203.858,,
JSS3/JHS3,No,203.858,3,
JSS/JHS 2,Yes,203.858,1,
JSS/JHS 2,Yes,203.858,-1,
P5,Yes,203.858,-5,
P3,Yes,203.858,-8,
P2,Yes,203.858,-7,
Pre school,Yes,203.858,-10,
Pre school,Yes,203.858,-12,
.,.,203.858,,
SSS3/SHS3,No,203.858,11,7.783224
.,.,,,
.,.,,,
.,.,,,
JSS3/JHS3,No,203.858,7,6.659294
Pre school,Yes,203.858,-11,
.,.,,,
.,.,203.858,,
.,.,203.858,,7.863113
.,.,203.858,,
P5,Yes,203.858,0,
P3,Yes,203.858,-2,
P1,Yes,203.858,-5,
Pre school,Yes,203.858,-7,
.,.,203.858,,7.090077
P4,Yes,203.858,4,8.17459
P3,No,203.858,2,7.783224
P3,Yes,203.858,0,
M4,No,203.858,32,5.703783
.,.,203.858,,5.744925
JSS/JHS 2,Yes,203.858,2,
P3,Yes,203.858,0,
P1,Yes,203.858,-3,
P1,Yes,203.858,-6,
Pre school,Yes,203.858,-8,
Pre school,Yes,203.858,-12,
.,.,,,
.,.,203.858,,6.39693
.,.,203.858,,7.863113
.,.,203.858,,
.,.,203.858,,
.,.,,,
.,.,203.858,,6.173786
.,.,203.858,,5.886104
.,.,203.858,,6.173786
P1,Yes,203.858,-1,
.,.,203.858,,
Pre school,Yes,203.858,-7,
.,.,203.858,,
.,.,203.858,,
.,.,,,
.,.,203.858,,8.51979
.,.,203.858,,4.382027
.,.,,,
tech training,No,203.858,7,8.188689
P6,No,203.858,16,9.017363
JSS3/JHS3,No,203.858,8,8.251664
.,.,,,
.,.,203.858,,7.090077
.,.,203.858,,10.00728
JSS1/JHS1,Yes,203.858,-3,
P2,Yes,203.858,-6,
Pre school,Yes,203.858,-12,
.,.,,,
P3,No,203.858,37,7.783224
.,.,203.858,,
P3,Yes,203.858,0,
.,.,203.858,,
P1,Yes,203.858,-6,
Pre school,Yes,203.858,-8,
None,Yes,203.858,-11,
.,.,,,
.,.,203.858,,8.556414
.,.,203.858,,
.,.,203.858,,
P2,Yes,203.858,-6,
Pre school,Yes,203.858,-8,
.,.,341.128,,6.579251
.,.,341.128,,7.285369
None,Yes,341.128,-9,
None,Yes,341.128,-10,
.,.,341.128,,
.,.,341.128,,
.,.,341.128,,
.,.,341.128,,
.,.,341.128,,
.,.,341.128,,
.,.,341.128,,
.,.,,,
.,.,341.128,,
.,.,341.128,,
P4,No,341.128,5,
P4,Yes,341.128,-5,
.,.,341.128,,
.,.,341.128,,
.,.,341.128,,8.51979
.,.,,,
.,.,341.128,,
.,.,341.128,,
.,.,,,
.,.,341.128,,
.,.,341.128,,6.948897
.,.,,,
.,.,341.128,,
None,Yes,341.128,-7,
None,Yes,341.128,-10,
None,Yes,341.128,-11,
.,.,341.128,,7.172041
P5,Yes,341.128,-5,
P4,Yes,341.128,-8,
.,.,,,
P1,Yes,341.128,-11,
.,.,341.128,,
.,.,,,
.,.,341.128,,
.,.,341.128,,6.948897
.,.,341.128,,
.,.,,,
.,.,,,
SSS3/SHS3,No,341.128,21,9.251482
.,.,341.128,,7.352441
P2,Yes,341.128,-5,
None,Yes,341.128,-9,
.,.,,,
.,.,341.128,,
JSS/JHS 2,No,341.128,30,
.,.,341.128,,
.,.,341.128,,
P1,Yes,341.128,-7,
None,Yes,341.128,-10,
.,.,,,
SSS3/SHS3,No,341.128,15,
.,.,341.128,,
P2,Yes,341.128,-6,
None,Yes,341.128,-10,
.,.,,,
P6,Yes,341.128,-3,
.,.,341.128,,8.51979
.,.,341.128,,
.,.,341.128,,
.,.,,,
.,.,341.128,,
.,.,341.128,,
P6,Yes,341.128,-3,
None,Yes,341.128,-8,
None,Yes,341.128,-11,
P2,Yes,341.128,-7,
None,Yes,341.128,-12,
.,.,,,
.,.,341.128,,
P6,Yes,341.128,-4,
.,.,341.128,,
None,Yes,341.128,-11,
.,.,,,
JSS3/JHS3,Yes,341.128,3,
.,.,341.128,,
.,.,341.128,,
None,Yes,341.128,-11,
.,.,,,
.,.,341.128,,
.,.,341.128,,
P2,Yes,341.128,-5,
P2,Yes,341.128,-7,
None,Yes,341.128,-9,
.,.,,,
.,.,156.702,,
.,.,156.702,,
P6,Yes,156.702,0,
P5,Yes,156.702,-2,
P2,Yes,156.702,-4,
P1,No,156.702,-6,
None,Yes,156.702,-8,
None,Yes,156.702,-10,
.,.,,,
.,.,156.702,,
.,.,156.702,,
tech training,Yes,156.702,0,
P6,Yes,156.702,1,
.,.,156.702,,
P2,Yes,156.702,-4,
Pre school,Yes,156.702,-7,
None,Yes,156.702,-11,
.,.,156.702,,
.,.,156.702,,
P2,Yes,156.702,-6,
P1,Yes,156.702,-8,
.,.,156.702,,
.,.,156.702,,
Pre school,No,156.702,-9,
.,.,,,
.,.,156.702,,
.,.,,,
.,.,156.702,,
.,.,156.702,,
.,.,156.702,,
P2,Yes,156.702,-4,
P1,Yes,156.702,-6,
.,.,156.702,,
.,.,156.702,,
.,.,156.702,,
.,.,156.702,,
.,.,,,
.,.,156.702,,
.,.,156.702,,
.,.,156.702,,
.,.,156.702,,
P1,Yes,156.702,-6,
.,.,,,
.,.,156.702,,
.,.,156.702,,
.,.,156.702,,
.,.,,,
.,.,156.702,,
Pre school,No,156.702,21,
.,.,156.702,,
Pre school,Yes,156.702,-9,
.,.,,,
.,.,156.702,,
None,Yes,156.702,-12,
.,.,,,
.,.,156.702,,
Pre school,No,156.702,11,
.,.,156.702,,7.865188
.,.,156.702,,
.,.,156.702,,
.,.,,,
Pre school,No,156.702,18,
.,.,156.702,,
Pre school,Yes,156.702,-6,
Pre school,Yes,156.702,-9,
.,.,156.702,,
.,.,,,
.,.,156.702,,
.,.,156.702,,
SS1/SHS1,Yes,156.702,5,
SS1/SHS1,Yes,156.702,3,
JSS1/JHS1,Yes,156.702,1,
P6,Yes,156.702,-4,
P1,Yes,156.702,-4,
.,.,156.702,,
.,.,156.702,,
.,.,,,
.,.,156.702,,
P2,Yes,156.702,-3,
.,.,156.702,,
P4,No,156.702,25,
P5,No,156.702,20,
Pre school,Yes,156.702,-8,
Pre school,Yes,156.702,-10,
Pre school,Yes,156.702,-12,
.,.,,,
.,.,,,
.,.,156.702,,
.,.,156.702,,
None,Yes,156.702,-12,
.,.,,,
.,.,156.702,,
.,.,156.702,,
P1,Yes,156.702,-6,
Pre school,Yes,156.702,-8,
.,.,179.134,,
.,.,179.134,,
JSS1/JHS1,Yes,179.134,-3,
P4,Yes,179.134,-6,
.,.,179.134,,
.,.,179.134,,
.,.,,,
.,.,179.134,,
P5,Yes,179.134,-4,
.,.,179.134,,
.,.,179.134,,
.,.,,,
.,.,179.134,,
.,.,179.134,,
.,.,,,
.,.,179.134,,
.,.,179.134,,
P5,Yes,179.134,-2,
.,.,,,
P1,Yes,179.134,-6,
.,.,179.134,,
.,.,,,
.,.,179.134,,
.,.,,,
.,.,,,
.,.,179.134,,
.,.,,,
.,.,179.134,,
.,.,179.134,,
P4,Yes,179.134,-9,
.,.,179.134,,
.,.,,,
.,.,179.134,,
P5,Yes,179.134,-7,
P4,Yes,179.134,-9,
.,.,179.134,,
.,.,,,
.,.,179.134,,
.,.,179.134,,
Pre school,Yes,179.134,-9,
.,.,,,
.,.,179.134,,
.,.,179.134,,
None,Yes,179.134,-9,
.,.,179.134,,
.,.,,,
.,.,179.134,,
.,.,179.134,,
P2,Yes,179.134,-7,
P1,Yes,179.134,-9,
.,.,179.134,,
.,.,179.134,,
.,.,,,
.,.,179.134,,
.,.,179.134,,
.,.,,,
.,.,179.134,,
.,.,179.134,,
P3,Yes,179.134,3,
.,.,,,
.,.,,,
P1,Yes,179.134,-6,
.,.,179.134,,
.,.,179.134,,
P1,Yes,179.134,-7,
Pre school,Yes,179.134,-11,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,,,
.,.,179.134,,
.,.,179.134,,
P4,Yes,179.134,-4,
.,.,,,
P1,Yes,179.134,-9,
P2,Yes,179.134,-7,
.,.,179.134,,
P1,Yes,179.134,-9,
.,.,,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,,,
.,.,,,
P1,Yes,179.134,-9,
None,Yes,179.134,-12,
.,.,179.134,,
.,.,,,
.,.,179.134,,6.948897
.,.,,,
P3,Yes,179.134,-3,
Pre school,Yes,179.134,-6,
P1,Yes,179.134,-9,
.,.,,,
.,.,179.134,,
.,.,,,
P1,Yes,179.134,-6,
P1,Yes,179.134,-6,
P1,Yes,179.134,-7,
.,.,,,
.,.,179.134,,
.,.,179.134,,
.,.,,,
.,.,179.134,,
SHS4,No,179.134,,
.,.,179.134,,
.,.,179.134,,
P6,Yes,179.134,3,
P6,Yes,179.134,0,
P3,Yes,179.134,-3,
P2,Yes,179.134,-6,
P1,Yes,179.134,-9,
.,.,,,
.,.,179.134,,
.,.,179.134,,
P6,No,179.134,5,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,,,
.,.,,,
.,.,179.134,,
.,.,179.134,,
.,.,,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,
Pre school,No,179.134,-7,
.,.,179.134,,
.,.,179.134,,
.,.,,,
.,.,179.134,,
.,.,,,
.,.,179.134,,
.,.,179.134,,
.,.,179.134,,8.06136
.,.,179.134,,
.,.,,,
JSS1/JHS1,No,388.286,7,8.03709
.,.,388.286,,6.948897
Pre school,Yes,388.286,-12,
.,.,388.286,,
P6,No,388.286,20,8.251664
None,Yes,388.286,-7,
None,Yes,388.286,-10,
.,.,388.286,,
.,.,,,
JSS1/JHS1,Yes,388.286,6,5.562603
P5,No,388.286,12,9.139649
.,.,388.286,,
.,.,388.286,,
S5,No,388.286,,
.,.,388.286,,
SSS3/SHS3,No,388.286,7,
SS1/SHS1,Yes,388.286,3,
JSS1/JHS1,Yes,388.286,1,
P3,Yes,388.286,-5,
.,.,388.286,,
P5,Yes,388.286,-3,
SSS3/SHS3,No,388.286,7,
.,.,388.286,,
.,.,388.286,,7.640123
JSS3/JHS3,Yes,388.286,6,
.,.,388.286,,8.03709
P1,No,388.286,3,
.,.,388.286,,
P5,Yes,388.286,-3,6.253829
P1,Yes,388.286,-6,
SHS4,No,388.286,,7.506592
P6,No,388.286,23,
P5,No,388.286,16,8.716044
P1,No,388.286,13,8.251664
.,.,388.286,,
.,.,388.286,,8.517993
.,.,388.286,,7.506592
P1,Yes,388.286,-8,
None,Yes,388.286,-11,
M2,No,388.286,37,7.352441
P3,No,388.286,16,
JSS3/JHS3,Yes,388.286,3,
JSS/JHS 2,Yes,388.286,4,
S3,No,388.286,16,
None,No,388.286,10,
Pre school,Yes,388.286,-12,
.,.,388.286,,5.991465
.,.,388.286,,
Pre school,Yes,388.286,-8,
None,Yes,388.286,-11,
JSS1/JHS1,No,388.286,19,8.251664
.,.,388.286,,7.863113
P1,Yes,388.286,-8,
None,Yes,388.286,-11,
.,.,,,
.,.,192.538,,
.,.,192.538,,
P6,Yes,192.538,-2,
P3,Yes,192.538,-6,
P1,Yes,192.538,-8,
.,.,192.538,,
JSS/JHS 2,Yes,192.538,4,
P6,Yes,192.538,1,
P6,Yes,192.538,-2,
P3,Yes,192.538,-6,
None,Yes,192.538,-12,
SS1/SHS1,Yes,192.538,9,
.,.,192.538,,
.,.,,,
.,.,192.538,,
.,.,192.538,,
JSS3/JHS3,Yes,192.538,4,
JSS1/JHS1,Yes,192.538,-1,
P3,Yes,192.538,-3,
P4,Yes,192.538,-2,
.,.,192.538,,
SSS3/SHS3,No,192.538,16,
SSS3/SHS3,No,192.538,6,
.,.,192.538,,
.,.,,,
P6,Yes,192.538,-3,
P3,Yes,192.538,-6,
Pre school,Yes,192.538,-8,
P5,Yes,192.538,-2,
P3,Yes,192.538,-6,
Pre school,Yes,192.538,-9,
P4,Yes,192.538,-2,
tech training,Yes,192.538,10,8.881836
.,.,192.538,,
.,.,192.538,,
Pre school,Yes,192.538,-5,
None,Yes,192.538,-8,
None,Yes,192.538,-12,
None,Yes,192.538,-12,
JSS3/JHS3,No,192.538,14,
.,.,192.538,,
.,.,,,
P6,No,192.538,10,7.495542
.,.,192.538,,7.090077
.,.,192.538,,
.,.,192.538,,
Pre school,Yes,192.538,-9,
None,Yes,192.538,-11,
.,.,,,
.,.,192.538,,
.,.,192.538,,
P2,Yes,192.538,-5,
Pre school,Yes,192.538,-9,
None,Yes,192.538,-12,
.,.,,,
.,.,192.538,,
.,.,192.538,,
.,.,,,
.,.,,,
.,.,,,
.,.,,,
JSS3/JHS3,No,192.538,10,
.,.,192.538,,
.,.,,,
.,.,192.538,,
.,.,192.538,,
JSS1/JHS1,Yes,192.538,1,
P5,Yes,192.538,-1,
P1,Yes,192.538,-6,
None,Yes,192.538,-9,
.,.,,,
.,.,192.538,,
.,.,192.538,,
.,.,,,
.,.,192.538,,
JSS1/JHS1,Yes,192.538,2,
JSS3/JHS3,No,192.538,33,
.,.,192.538,,
.,.,,,
.,.,,,
.,.,,,
P4,Yes,192.538,-3,
None,Yes,192.538,-10,
.,.,192.538,,
